"","samp","type","maxwt","minwt","time","diff","percH2O","Date.fished","Date.processed","Date.landed","Vessel","lon","lat","ID","sh","sex"
"46",112,"gonad",10.3417,1.9939,9.0625,8.3478,0.807198042874963,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,112,"121.29","m"
"47",113,"gonad",11.0533,2.4058,9.0625,8.6475,0.782345543864728,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,113,"130.04","m"
"48",114,"gonad",8.4689,1.6976,9.0625,6.7713,0.799548937878591,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,114,"110.26","f"
"49",115,"gonad",10.2209,2.2046,9.0625,8.0163,0.784304708978661,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,115,"121.49","m"
"50",116,"gonad",10.2468,1.9465,9.0625,8.3003,0.810038255845728,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,116,"129.19999999999999","f"
"51",117,"gonad",11.2614,11.2614,0,0,0,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,117,"124.63","m"
"52",118,"gonad",5.6421,0.9868,9.0625,4.6553,0.825100583116216,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,118,"123.49","f"
"53",119,"gonad",3.2943,0.6276,9.0625,2.6667,0.809489117566706,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,119,"124.03","m"
"54",120,"gonad",5.956,1.1717,9.0625,4.7843,0.803274009402283,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,120,"116.59","f"
"55",121,"gonad",8.4565,1.6155,9.0625,6.841,0.808963519186425,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,121,"132.84","f"
"56",122,"gonad",5.6275,1.1833,9.0625,4.4442,0.789729009329187,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,122,"108.62","m"
"57",123,"gonad",14.6262,3.0981,9.0625,11.5281,0.788181482545022,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,123,"129.1","f"
"58",124,"gonad",6.7071,1.3186,9.0625,5.3885,0.803402364658347,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,124,"118.8","f"
"59",125,"gonad",9.4347,2.0439,9.0625,7.3908,0.783363540971096,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,125,"111.93","f"
"60",126,"gonad",15.8528,3.4358,9.0625,12.417,0.783268570851837,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,126,"134.9","f"
"61",127,"gonad",7.6861,1.2209,9.0625,6.4652,0.84115481193323,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,127,"119.87","f"
"62",128,"gonad",8.6122,1.7537,9.0625,6.8585,0.796370265437403,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,128,"116.99","f"
"63",129,"gonad",3.6788,0.831,9.0625,2.8478,0.774111123192345,2024-08-13,2024-08-14,2024-08-14,"Mersey Seven",-66.41917,42.005,129,"99.25","m"
"64",150,"gonad",8.3754,1.8212,8.95833333333333,6.5542,0.782553669078492,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,150,"104.81","f"
"65",151,"gonad",15.3511,3.7236,8.95833333333333,11.6275,0.757437577763157,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,151,"110.62","m"
"66",152,"gonad",11.8697,2.5418,10.8958333333333,9.3279,0.785858109303521,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,152,"123.61","f"
"67",153,"gonad",13.7662,2.9404,10.8958333333333,10.8258,0.786404381746597,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,153,"115.55","m"
"68",154,"gonad",20.772,4.4976,10.8958333333333,16.2744,0.783477758521086,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,154,"131.62","f"
"69",155,"gonad",10.6206,2.4561,8.95833333333333,8.1645,0.768741878989888,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,155,"109.88","m"
"70",156,"gonad",9.7961,2.0226,8.95833333333333,7.7735,0.793530078296465,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,156,"114.37","f"
"71",157,"gonad",8.0752,1.6666,8.95833333333333,6.4086,0.793615018823063,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,157,"105.15","m"
"72",158,"gonad",18.0544,4.2426,10.8958333333333,13.8118,0.765010191421482,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,158,"113.9","m"
"73",159,"gonad",11.6407,2.4871,8.95833333333333,9.1536,0.786344463820904,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,159,"110.32","m"
"74",160,"gonad",3.292,0.5938,8.95833333333333,2.6982,0.819623329283111,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,160,"105.32","f"
"75",161,"gonad",16.2046,3.5066,10.8958333333333,12.698,0.7836046554682,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,161,"118.28","f"
"76",162,"gonad",18.3315,4.1266,10.8958333333333,14.2049,0.774890216294357,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,162,"108.9","f"
"77",163,"gonad",9.8947,2.0937,8.95833333333333,7.801,0.788401871709097,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,163,"112.98","f"
"78",164,"gonad",15.2556,3.5036,10.8958333333333,11.752,0.770340071842471,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,164,"106.98","m"
"79",165,"gonad",11.7997,2.4667,10.8958333333333,9.333,0.790952312346924,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,165,"109.5","f"
"80",166,"gonad",13.4554,2.5847,10.8958333333333,10.8707,0.807906119476195,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,166,"121.77","f"
"81",167,"gonad",14.8724,3.1859,10.8958333333333,11.6865,0.785784406013824,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,167,"110.9","f"
"82",168,"gonad",19.7421,4.0798,10.8958333333333,15.6623,0.793345186175736,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,168,"108.44","f"
"83",169,"gonad",12.2669,2.6008,13.1041666666667,9.6661,0.787982293815063,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,169,"113.46","f"
"84",170,"gonad",5.4237,1.1767,8.95833333333333,4.247,0.78304478492542,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,170,"103.19","m"
"85",171,"gonad",12.3426,2.883,13.1041666666667,9.4596,0.766418744834962,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,171,"108.84","m"
"86",172,"gonad",14.0506,2.986,13.1041666666667,11.0646,0.787482385093875,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,172,"110","f"
"87",173,"gonad",17.6615,3.7877,10.8958333333333,13.8738,0.785539167114911,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,173,"118.05","f"
"88",174,"gonad",4.8744,0.5955,8.95833333333333,4.2789,0.877831117676022,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,174,"116.89","f"
"89",175,"gonad",11.6512,2.5407,8.95833333333333,9.1105,0.781936624553694,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,175,"108.28","f"
"90",176,"gonad",22.2726,4.6223,10.8958333333333,17.6503,0.79246697736232,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,176,"123.73","f"
"91",177,"gonad",14.0483,3.0994,10.8958333333333,10.9489,0.779375440444751,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,177,"110.53","f"
"92",178,"gonad",18.1767,4.2962,13.1041666666667,13.8805,0.763642465353997,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,178,"118.87","f"
"93",179,"gonad",12.0764,2.5362,10.8958333333333,9.5402,0.789987082243053,2024-09-22,2024-09-23,2024-09-23,"Fortune Lady",-66.99783,42.091,179,"109.7","f"
"94",229,"gonad",2.48,0.39,5.875,2.09,0.842741935483871,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,229,"119.57","f"
"95",230,"gonad",10.63,2.22,6.89583333333333,8.41,0.791157102539981,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,230,"111.51","m"
"96",231,"gonad",9.84,2.05,5.07291666666667,7.79,0.791666666666667,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,231,"126.34","f"
"97",232,"gonad",8.25,1.16,7.85416666666667,7.09,0.859393939393939,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,232,"132.52000000000001","f"
"98",233,"gonad",12.78,2.62,7.85416666666667,10.16,0.794992175273865,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,233,"131.88","m"
"99",234,"gonad",6.13,1.11,5.07291666666667,5.02,0.818923327895595,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,234,"120.54","f"
"100",235,"gonad",13.88,2.94,5.97916666666667,10.94,0.788184438040346,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,235,"117.73","m"
"101",236,"gonad",5.46,0.71,2.83333333333333,4.75,0.86996336996337,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,236,"126.87","f"
"102",237,"gonad",4.97,0.85,5.07291666666667,4.12,0.82897384305835,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,237,"124.89","f"
"103",238,"gonad",9.76,1.95,5.07291666666667,7.81,0.800204918032787,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,238,"120.91","m"
"104",239,"gonad",6.25,1.01,5.875,5.24,0.8384,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,239,"120.48","f"
"105",240,"gonad",8.24,1.42,5.07291666666667,6.82,0.827669902912621,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,240,"124.03","f"
"106",241,"gonad",3.84,0.63,2.83333333333333,3.21,0.8359375,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,241,"126.92","f"
"107",242,"gonad",5.64,1.08,5.07291666666667,4.56,0.808510638297872,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,242,"130.30000000000001","m"
"108",243,"gonad",15.63,3.11,5.07291666666667,12.52,0.801023672424824,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,243,"127.32","f"
"109",244,"gonad",5.58,0.57,2.83333333333333,5.01,0.897849462365591,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,244,"123.34","u"
"110",245,"gonad",4.75,0.54,5.07291666666667,4.21,0.886315789473684,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,245,"125.53","f"
"111",246,"gonad",5.81,0.91,5.875,4.9,0.843373493975904,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,246,"127.99","m"
"112",247,"gonad",7.42,1.28,2.83333333333333,6.14,0.827493261455526,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,247,"122.79","f"
"113",248,"gonad",6.04,0.97,2.83333333333333,5.07,0.839403973509934,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,248,"137.87","f"
"114",249,"gonad",8.34,1.48,7.85416666666667,6.86,0.822541966426859,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,249,"123.4","f"
"115",250,"gonad",3.7,0.73,7.85416666666667,2.97,0.802702702702703,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,250,"126.6","m"
"116",251,"gonad",12.25,12.25,0,0,0,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,251,"124.63","f"
"117",252,"gonad",5.02,0.77,7.85416666666667,4.25,0.846613545816733,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,252,"114.97","m"
"118",253,"gonad",7.65,1.03,7.85416666666667,6.62,0.865359477124183,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,253,"142.77000000000001","f"
"119",254,"gonad",5.42,0.91,7.85416666666667,4.51,0.83210332103321,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,254,"130.5","f"
"120",255,"gonad",6.49,0.68,7.85416666666667,5.81,0.895223420647149,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,255,"128.41999999999999","u"
"121",256,"gonad",2.81,0.39,5.07291666666667,2.42,0.861209964412811,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,256,"129.6","m"
"122",257,"gonad",6.42,1.03,5.07291666666667,5.39,0.839563862928349,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,257,"131.58000000000001","f"
"123",258,"gonad",10.28,1.96,5.07291666666667,8.32,0.809338521400778,2024-10-08,2024-10-09,2024-10-09,"Fortune Lady",-66.595,41.95067,258,"131.35","m"
"124",289,"gonad",0.99,0.17,6.85416666666667,0.82,0.828282828282828,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,289,"100.19","f"
"125",290,"gonad",2.61,0.32,6.85416666666667,2.29,0.877394636015326,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,290,"119.27","f"
"126",291,"gonad",3.24,0.35,5.07291666666667,2.89,0.891975308641975,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,291,"121.74","m"
"127",292,"gonad",1.39,0.21,6.85416666666667,1.18,0.848920863309353,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,292,"115.78","m"
"128",293,"gonad",1.88,0.26,6.85416666666667,1.62,0.861702127659574,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,293,"120.35","m"
"129",294,"gonad",1.57,0.19,5.07291666666667,1.38,0.878980891719745,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,294,"104.63","m"
"130",295,"gonad",1.43,0.2,5.875,1.23,0.86013986013986,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,295,"110.83","m"
"131",297,"gonad",2.03,0.28,5.07291666666667,1.75,0.862068965517241,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,297,"109.98","f"
"132",299,"gonad",3.72,0.45,5.07291666666667,3.27,0.879032258064516,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,299,"125.33","f"
"133",300,"gonad",3.4,0.43,5.875,2.97,0.873529411764706,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,300,"128.97","m"
"134",301,"gonad",1.07,0.18,5.875,0.89,0.83177570093458,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,301,"95.92","f"
"135",302,"gonad",2.04,0.29,5.89583333333333,1.75,0.857843137254902,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,302,"102.3","m"
"136",303,"gonad",2.08,0.28,5.89583333333333,1.8,0.865384615384615,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,303,"111.9","f"
"137",304,"gonad",2.27,0.31,5.875,1.96,0.863436123348018,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,304,"117.18","f"
"138",305,"gonad",1.69,0.26,5.89583333333333,1.43,0.846153846153846,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,305,"107.08","m"
"139",306,"gonad",2.13,0.31,5.875,1.82,0.854460093896714,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,306,"113.49","f"
"140",307,"gonad",1.86,0.23,5.875,1.63,0.876344086021505,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,307,"101.95","f"
"141",308,"gonad",1.67,0.22,5.875,1.45,0.868263473053892,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,308,"107.25","m"
"142",309,"gonad",2.51,0.31,5.89583333333333,2.2,0.876494023904382,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,309,"110.09","f"
"143",310,"gonad",2.16,0.25,5.07291666666667,1.91,0.884259259259259,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,310,"103.63","m"
"144",312,"gonad",2.01,0.27,5.07291666666667,1.74,0.865671641791045,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,312,"116.34","f"
"145",313,"gonad",2.51,0.33,5.07291666666667,2.18,0.868525896414343,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,313,"105.9","f"
"146",314,"gonad",3.32,0.41,5.07291666666667,2.91,0.876506024096386,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,314,"123.77","f"
"147",315,"gonad",0.95,0.14,5.07291666666667,0.81,0.852631578947368,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,315,"101.05","f"
"148",316,"gonad",2.05,0.25,5.07291666666667,1.8,0.878048780487805,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,316,"106.26","f"
"149",317,"gonad",2.2,0.27,5.07291666666667,1.93,0.877272727272727,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,317,"109.75","m"
"150",318,"gonad",1.7,0.24,5.07291666666667,1.46,0.858823529411765,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,318,"103.08","m"
"151",319,"gonad",1.39,0.19,5.875,1.2,0.863309352517986,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,319,"100.47","f"
"152",320,"gonad",2.05,0.28,6.85416666666667,1.77,0.863414634146342,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,320,"121.64","m"
"153",321,"gonad",2.05,0.31,5.89583333333333,1.74,0.848780487804878,2024-11-27,2024-11-28,2024-11-28,"Fortune Lady",-66.312,41.892,321,"122.11","m"
"154",342,"gonad",1.61,0.27,7.85416666666667,1.34,0.832298136645963,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,342,"118.25","f"
"155",344,"gonad",1,0.14,2.83333333333333,0.86,0.86,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,344,"94.46","f"
"156",345,"gonad",3.28,0.62,5.875,2.66,0.810975609756098,2024-12-17,2024-12-18,2024-12-18,"Fortune Lady",-66.90417,42.06317,345,"127.57","f"
